transmission_datetime,post_id,street_block,payment_type,session_start_dt,session_end_dt,meter_event_type,gross_paid_amt
125649224_4_06012017071526,705-02290,VALLEJO ST 200,CREDIT CARD,2017-06-01T07:15:26.000,2017-06-01T10:20:00.000,NS,3
125649225_4_06012017071528,720-00030,WASHINGTON ST 0,CREDIT CARD,2017-06-01T07:15:28.000,2017-06-01T10:52:24.000,NS,11.75
125649255_4_06012017071536,845-04020,ILLINOIS ST 400,CREDIT CARD,2017-06-01T07:15:36.000,2017-06-01T14:24:00.000,NS,6.75
125649226_4_06012017071539,549-22080,LOMBARD ST 2200,CREDIT CARD,2017-06-01T07:15:39.000,2017-06-01T13:00:00.000,NS,4.75
125649227_4_06012017071542,820-01220,BRYANT ST 100,CREDIT CARD,2017-06-01T07:15:42.000,2017-06-01T15:53:12.000,NS,17.25
125649232_4_06012017071545,720-05180,WASHINGTON ST 500,CASH,2017-06-01T07:15:45.000,2017-06-01T08:19:36.000,AT,1
125649237_4_06012017071547,336-05070,BUSH ST 500,CREDIT CARD,2017-06-01T07:15:47.000,2017-06-01T07:23:47.000,NS,0.5
125649229_4_06012017071550,691-17400,UNION ST 1700,CREDIT CARD,2017-06-01T07:15:50.000,2017-06-01T11:00:00.000,NS,4.5
125649230_4_06012017071553,211-00690,11TH ST 0,CREDIT CARD,2017-06-01T07:15:53.000,2017-06-01T09:15:53.000,NS,6.5
125649241_4_06012017071553,207-11120,07TH ST 1100,CASH,2017-06-01T07:15:53.000,2017-06-01T09:40:01.000,NS,1.5
3804442_11_06012017071601,411-01060,FELL ST 100,CREDIT CARD,2017-06-01T07:16:01.000,2017-06-01T12:00:00.000,NS,2.25
3804445_11_06012017071601,651-00660,SANSOME ST 0,CREDIT CARD,2017-06-01T07:16:01.000,2017-06-01T16:16:00.000,NS,6.75
3804501_11_06012017071601,327-01310,BROADWAY 100,CREDIT CARD,2017-06-01T07:16:01.000,2017-06-01T18:00:00.000,NS,4.05
125649233_4_06012017071612,568-00460,MISSION ST 0,CREDIT CARD,2017-06-01T07:16:12.000,2017-06-01T07:39:17.000,NS,1.25
125649235_4_06012017071614,831-02240,EMBARCADERO SOUTH 200,CREDIT CARD,2017-06-01T07:16:14.000,2017-06-01T08:20:32.000,NS,3.75
125649234_4_06012017071618,720-00070,WASHINGTON ST 0,CREDIT CARD,2017-06-01T07:16:18.000,2017-06-01T11:16:18.000,NS,13
125649236_4_06012017071621,363-05060,COLUMBUS AVE 500,CREDIT CARD,2017-06-01T07:16:21.000,2017-06-01T11:00:00.000,NS,4.5
125649246_4_06012017071626,720-05180,WASHINGTON ST 500,CASH,2017-06-01T07:16:26.000,2017-06-01T09:04:11.000,AT,2.6
125649238_4_06012017071627,324-06160,BATTERY ST 600,CREDIT CARD,2017-06-01T07:16:27.000,2017-06-01T09:16:27.000,NS,6.5
125649239_4_06012017071637,359-03220,CLAY ST 300,CREDIT CARD,2017-06-01T07:16:37.000,2017-06-01T07:48:56.000,NS,1.75
125649240_4_06012017071640,568-11840,MISSION ST 1100,CREDIT CARD,2017-06-01T07:16:40.000,2017-06-01T07:48:59.000,NS,1.75
125649242_4_06012017071646,606-05300,PINE ST 500,CREDIT CARD,2017-06-01T07:16:46.000,2017-06-01T09:16:46.000,NS,7.5
125649249_4_06012017071646,444-05170,GRANT AVE 500,CASH,2017-06-01T07:16:46.000,2017-06-01T08:49:53.000,NS,3.75
125649250_4_06012017071653,568-13360,MISSION ST 1300,CASH,2017-06-01T07:16:53.000,2017-06-01T07:28:53.000,NS,0.65
125649245_4_06012017071700,444-00170,GRANT AVE 0,CREDIT CARD,2017-06-01T07:17:00.000,2017-06-01T07:41:00.000,NS,1.5
3804446_11_06012017071701,422-02040,FRONT ST 200,CREDIT CARD,2017-06-01T07:17:01.000,2017-06-01T13:17:00.000,NS,5.7
3804447_11_06012017071701,651-00680,SANSOME ST 0,CREDIT CARD,2017-06-01T07:17:01.000,2017-06-01T14:17:00.000,NS,5.25
3804449_11_06012017071701,470-06246,HOWARD ST 600,CREDIT CARD,2017-06-01T07:17:01.000,2017-06-01T18:00:00.000,NS,5.9
3804452_11_06012017071701,684-04497,TOWNSEND ST 400,CREDIT CARD,2017-06-01T07:17:01.000,2017-06-01T16:00:00.000,NS,8.75
3804588_11_06012017071701,720-04410,WASHINGTON ST 400,CREDIT CARD,2017-06-01T07:17:01.000,2017-06-01T10:17:00.000,NS,11.25
3804589_11_06012017071701,568-02396,MISSION ST 200,CREDIT CARD,2017-06-01T07:17:01.000,2017-06-01T18:00:00.000,NS,5.9
125649244_4_06012017071710,666-05200,SUTTER ST 500,CREDIT CARD,2017-06-01T07:17:10.000,2017-06-01T08:53:10.000,NS,6
282844821_9_06012017071710,501-01083,JESSIE ST 100,PAY BY CELL,2017-06-01T07:17:10.000,2017-06-01T18:00:00.000,NS,5.9
125649248_4_06012017071712,412-00130,FERN ST 0,CREDIT CARD,2017-06-01T07:17:12.000,2017-06-01T11:00:00.000,NS,4.5
125649247_4_06012017071720,386-00270,DRUMM ST 0,CREDIT CARD,2017-06-01T07:17:20.000,2017-06-01T07:33:20.000,NS,1
125649257_4_06012017071721,568-14060,MISSION ST 1400,CASH,2017-06-01T07:17:21.000,2017-06-01T07:21:58.000,NS,0.25
125649259_4_06012017071726,561-01030,MAIN ST 100,SMART CARD,2017-06-01T07:17:26.000,2017-06-01T08:17:26.000,NS,3.75
125649269_4_06012017071731,207-11120,07TH ST 1100,CREDIT CARD,2017-06-01T07:17:31.000,2017-06-01T11:53:20.000,AT,5
